"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"France","France","France","Male","Social Science / Humanities","France","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"France","France","France","Male","Interdisciplinary Science","France","2011","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"France","France","France","Male","Physical Science (eg. math, physics, chemistry, computer science)","France","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Poland","Poland","Poland","Male","Physical Science (eg. math, physics, chemistry, computer science)","Poland","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Belgium","Belgium","Belgium","Male","Social Science / Humanities","Belgium","I did not complete a PhD","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Mexico","France","Mexico","Female","Social Science / Humanities","France","I did not complete a PhD","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"France","France","France","Male","Interdisciplinary Science","France","","Senior academic researcher with >10 years of experience applying for research grants"
"France","France","France","Male","Interdisciplinary Science","France","1974","Senior academic researcher with >10 years of experience applying for research grants"
"France","United States","France","Male","Other","United States","1975","Senior academic researcher with >10 years of experience applying for research grants"
"Israel","Israel","Israel","Male","Physical Science (eg. math, physics, chemistry, computer science)","Israel","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Japan","Japan","Japan","Male","Medicine and Life Science","Japan","2005","Senior academic researcher with >10 years of experience applying for research grants"
"Kenya","Kenya","Kenya","Male","Interdisciplinary Science","Kenya","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Israel","Israel","Israel","Male","Physical Science (eg. math, physics, chemistry, computer science)","","1988","Senior academic researcher with >10 years of experience applying for research grants"
"Israel","Israel","Israel","Male","Engineering","Israel","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Israel","Israel","Israel","Male","Physical Science (eg. math, physics, chemistry, computer science)","Israel","2000","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
